User ID,Top 1 Destination,Top 2 Destination,Top 3 Destination,Top 4 Destination,Top 5 Destination
4006,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4007,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4008,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4009,Aanda Ella Fall,- Parewi Duwa Temple,riapla Mask Museum,Batticaloa Gate |,Ahungalla
4010,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4011,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4012,Aanda Ella Fall,riapla Mask Museum,Council Chamber,Batticaloa Gate |,Elephant Point Beach
4013,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4014,Aanda Ella Fall,Council Chamber,Elephant Point Beach,riapla Mask Museum,Ambalangoda
4015,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4016,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4017,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4018,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
4019,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4020,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4021,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4022,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4023,Aanda Ella Fall,- Parewi Duwa Temple,riapla Mask Museum,Batticaloa Gate |,Ahungalla
4024,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4025,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4026,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4027,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4028,Aanda Ella Fall,- Parewi Duwa Temple,riapla Mask Museum,Batticaloa Gate |,Ahungalla
4029,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4030,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4031,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4032,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
4033,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4034,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
4035,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4036,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4037,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4038,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
4039,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4040,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4041,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4042,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4043,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4044,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4045,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
4046,Aanda Ella Fall,riapla Mask Museum,Batticaloa Gate |,Ahungalla,- Parewi Duwa Temple
4047,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4048,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4049,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4050,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4051,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4052,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4053,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4054,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4055,Ambalangoda,Ambuluwawa Biodiversity Complex,Elephant Point Beach,Council Chamber,Dimbulana hills Spot
4056,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4057,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4058,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4059,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4060,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4061,- Parewi Duwa Temple,Aanda Ella Fall,riapla Mask Museum,Boat Trip Kalpitiya | Dolphin Watching,Blue moon camping
4062,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
4063,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
4064,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4065,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4066,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4067,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4068,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4069,Aanda Ella Fall,riapla Mask Museum,Council Chamber,Elephant Point Beach,Batticaloa Gate |
4070,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4071,- Parewi Duwa Temple,Boat Trip Kalpitiya | Dolphin Watching,Blue moon camping,riapla Mask Museum,Bentota Ganga
4072,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4073,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4074,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4075,Ambalangoda,Ambuluwawa Biodiversity Complex,Elephant Point Beach,Council Chamber,Dimiyawa View Point
4076,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4077,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4078,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4079,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4080,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4081,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4082,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4083,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
4084,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4085,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4086,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4087,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4088,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4089,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4090,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4091,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4092,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4093,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4094,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4095,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4096,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4097,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4098,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
4099,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4100,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4101,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4102,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
4103,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4104,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4105,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4106,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
4107,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4108,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4109,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4110,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4111,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4112,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4113,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4114,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4115,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4116,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4117,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4118,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4119,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4120,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4121,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4122,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4123,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4124,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4125,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4126,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4127,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4128,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4129,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
4130,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4131,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4132,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4133,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4134,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4135,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4136,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4137,Aanda Ella Fall,Elephant Point Beach,Ambalangoda,Council Chamber,"All Saints' Church, Galle - Church of Ceylon"
4138,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4139,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4140,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4141,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4142,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4143,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4144,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4145,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4146,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4147,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4148,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4149,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4150,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4151,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4152,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4153,Aanda Ella Fall,Council Chamber,Elephant Point Beach,riapla Mask Museum,Batticaloa Gate |
4154,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4155,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4156,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4157,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Aanda Ella Fall
4158,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
4159,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4160,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4161,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4162,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4163,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4164,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4165,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4166,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4167,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4168,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4169,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4170,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4171,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4172,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4173,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4174,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4175,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4176,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4177,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4178,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
4179,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4180,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4181,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4182,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4183,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4184,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4185,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4186,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
4187,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
4188,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4189,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4190,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
4191,Aanda Ella Fall,- Parewi Duwa Temple,riapla Mask Museum,Batticaloa Gate |,Boat Trip Kalpitiya | Dolphin Watching
